work,title,cdm_types,cdm_type_labels,resource_types,resource_type_labels,eurovoc_concepts,eurovoc_concept_labels,subject_matters,subject_matter_labels,directory_codes,directory_codes_labels,celex_numbers,legal_elis,id_documents,same_as_uris,authors,author_labels,full_ojs,oj_sectors,internal_comments,is_in_force,dates_document,dates_created,legal_dates_entry_into_force,legal_dates_signature,manifs_pdf,manifs_html,pdfs_to_download,htmls_to_download
http://publications.europa.eu/resource/cellar/c2f67748-091b-49cc-9edf-df08bc2b604b,"Treaty between the Kingdom of Belgium, the Kingdom of Denmark, the Federal Republic of Germany, the French Republic, Ireland, the Italian Republic, the Grand Duchy of Luxembourg, the Kingdom of the Netherlands, the United Kingdom of Great Britain and Northern Ireland (Member States of the European Communities) and the Hellenic Republic concerning the accession of the Hellenic Republic to the European Economic Community and to the European Atomic Energy Community","http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","",http://publications.europa.eu/resource/authority/fd_070/ADH,Accession,"","",11979H/TXT,http://data.europa.eu/eli/treaty/acc_1979/sign,celex:11979H/TXT,"http://publications.europa.eu/resource/celex/11979H%2FTXT, http://publications.europa.eu/resource/eli/treaty/acc_1979/sign, http://publications.europa.eu/resource/oj/JOL_1979_291_R_0009_01","http://publications.europa.eu/resource/authority/corporate-body/EUMS9, http://publications.europa.eu/resource/authority/country/GRC","Greece, The nine Member States: Belgium, Denmark, Germany, Ireland, France, Italy, Luxembourg, Netherlands, United Kingdom",http://publications.europa.eu/resource/cellar/5d9b7eaf-818f-44f7-bb2e-5e147afb8ad1,1,"",1,1979-05-28,2014-05-19,1981-01-01,1979-05-28,"http://publications.europa.eu/resource/cellar/c2f67748-091b-49cc-9edf-df08bc2b604b.0003.02, http://publications.europa.eu/resource/cellar/c2f67748-091b-49cc-9edf-df08bc2b604b.0003.04",http://publications.europa.eu/resource/cellar/c2f67748-091b-49cc-9edf-df08bc2b604b.0003.05,"http://publications.europa.eu/resource/cellar/c2f67748-091b-49cc-9edf-df08bc2b604b.0003.02/zip, http://publications.europa.eu/resource/cellar/c2f67748-091b-49cc-9edf-df08bc2b604b.0003.04/zip",http://publications.europa.eu/resource/cellar/c2f67748-091b-49cc-9edf-df08bc2b604b.0003.05/zip
http://publications.europa.eu/resource/cellar/c483a582-2c70-11e6-b497-01aa75ed71a1,Charter of Fundamental Rights of the European Union,"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","","http://publications.europa.eu/resource/authority/fd_070/DDLH, http://publications.europa.eu/resource/authority/fd_070/PRIN","Human rights, Principles, objectives and tasks of the Treaties","","",12016P/TXT,http://data.europa.eu/eli/treaty/char_2016/oj,"celex:12016P/TXT, oj:JOC_2016_202_R_0002","http://publications.europa.eu/resource/celex/12016P%2FTXT, http://publications.europa.eu/resource/eli/treaty/char_2016/oj, http://publications.europa.eu/resource/oj/JOC_2016_202_R_0002",http://publications.europa.eu/resource/authority/corporate-body/EUMS,The Member States,http://publications.europa.eu/resource/cellar/a69feecd-2c6f-11e6-b497-01aa75ed71a1,1,"",1,2016-06-07,"",2009-12-01,2007-12-12,http://publications.europa.eu/resource/cellar/c483a582-2c70-11e6-b497-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/c483a582-2c70-11e6-b497-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/c483a582-2c70-11e6-b497-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/c483a582-2c70-11e6-b497-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/ccccda77-8ac2-4a25-8e66-a5827ecd3459,Consolidated version of the Treaty on the Functioning of the European Union,"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","",http://publications.europa.eu/resource/authority/fd_070/PRIN,"Principles, objectives and tasks of the Treaties","","",12012E/TXT,http://data.europa.eu/eli/treaty/tfeu_2012/oj,celex:12012E/TXT,"http://publications.europa.eu/resource/celex/12012E%2FTXT, http://publications.europa.eu/resource/eli/treaty/tfeu_2012/oj",http://publications.europa.eu/resource/authority/corporate-body/EUMS,The Member States,http://publications.europa.eu/resource/cellar/e7d644d3-1e8c-11e2-91ce-01aa75ed71a1,1,"",1,2012-10-26,2014-06-18,1958-01-01,1957-03-25,http://publications.europa.eu/resource/cellar/ccccda77-8ac2-4a25-8e66-a5827ecd3459.0034.03,http://publications.europa.eu/resource/cellar/ccccda77-8ac2-4a25-8e66-a5827ecd3459.0034.01,http://publications.europa.eu/resource/cellar/ccccda77-8ac2-4a25-8e66-a5827ecd3459.0034.03/zip,http://publications.europa.eu/resource/cellar/ccccda77-8ac2-4a25-8e66-a5827ecd3459.0034.01/zip
http://publications.europa.eu/resource/cellar/cde6f4f6-139a-4352-aa02-d930947af4d2,Treaty establishing the European Coal and Steel Community,"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","","http://publications.europa.eu/resource/authority/fd_070/DGEN, http://publications.europa.eu/resource/authority/fd_070/PRIN","General provisions, Principles, objectives and tasks of the Treaties","","",11951K/TXT,http://data.europa.eu/eli/treaty/ceca/sign,celex:11951K/TXT,"http://publications.europa.eu/resource/celex/11951K%2FTXT, http://publications.europa.eu/resource/eli/treaty/ceca/sign",http://publications.europa.eu/resource/authority/corporate-body/EUMS6,"The six Member States: Belgium, Germany, France, Italy, Luxembourg, Netherlands","",1,"",0,1951-04-18,2014-07-19,1952-07-23,1951-04-18,"","",/zip,/zip
http://publications.europa.eu/resource/cellar/cdf62e30-dccc-40ea-9584-5ef63ee76871,Treaty on European Union (Consolidated version 2006),"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","","http://publications.europa.eu/resource/authority/fd_070/DGEN, http://publications.europa.eu/resource/authority/fd_070/PRIN","General provisions, Principles, objectives and tasks of the Treaties","","",12006M/TXT,http://data.europa.eu/eli/treaty/teu_2006/oj,celex:12006M/TXT,"http://publications.europa.eu/resource/celex/12006M%2FTXT, http://publications.europa.eu/resource/eli/treaty/teu_2006/oj",http://publications.europa.eu/resource/authority/corporate-body/EUMS,The Member States,http://publications.europa.eu/resource/cellar/63dc2d51-7fa4-4ca7-8a6d-fe314c089dc1,1,"",1,2006-12-29,2014-05-19,1993-11-01,1992-02-07,http://publications.europa.eu/resource/cellar/cdf62e30-dccc-40ea-9584-5ef63ee76871.0006.03,http://publications.europa.eu/resource/cellar/cdf62e30-dccc-40ea-9584-5ef63ee76871.0006.01,http://publications.europa.eu/resource/cellar/cdf62e30-dccc-40ea-9584-5ef63ee76871.0006.03/zip,http://publications.europa.eu/resource/cellar/cdf62e30-dccc-40ea-9584-5ef63ee76871.0006.01/zip
http://publications.europa.eu/resource/cellar/d05d74cf-87cc-4ed9-9d43-28da2ea08f9e,Consolidated version of the Treaty on European Union,"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","","http://publications.europa.eu/resource/authority/fd_070/DGEN, http://publications.europa.eu/resource/authority/fd_070/PRIN","General provisions, Principles, objectives and tasks of the Treaties","","",12008M/TXT,http://data.europa.eu/eli/treaty/teu_2008/oj,celex:12008M/TXT,"http://publications.europa.eu/resource/celex/12008M%2FTXT, http://publications.europa.eu/resource/eli/treaty/teu_2008/oj",http://publications.europa.eu/resource/authority/corporate-body/EUMS,The Member States,http://publications.europa.eu/resource/cellar/0dc8c8a7-477a-4cfe-8a74-b8d82429c010,1,"",1,2008-05-09,2014-05-19,1993-11-01,1992-02-07,http://publications.europa.eu/resource/cellar/d05d74cf-87cc-4ed9-9d43-28da2ea08f9e.0007.02,http://publications.europa.eu/resource/cellar/d05d74cf-87cc-4ed9-9d43-28da2ea08f9e.0007.01,http://publications.europa.eu/resource/cellar/d05d74cf-87cc-4ed9-9d43-28da2ea08f9e.0007.02/zip,http://publications.europa.eu/resource/cellar/d05d74cf-87cc-4ed9-9d43-28da2ea08f9e.0007.01/zip
http://publications.europa.eu/resource/cellar/d09a9050-87b6-4cda-88c5-7a4378f82baa,"Treaty (signed on 12 June 1985) between the Kingdom of Belgium, the Kingdom of Denmark, the Federal Republic of Germany, the Hellenic Republic, the French Republic, Ireland, the Italian Republic, the Grand Duchy of Luxembourg, the Kingdom of the Netherlands, the United Kingdom of Great Britain and Northern Ireland (Member States of the European Communities) and the Kingdom of Spain and the Portuguese Republic concerning the accession of the Kingdom of Spain and the Portuguese Republic to the European Economic Community and to the European Atomic Energy Community","http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","",http://publications.europa.eu/resource/authority/fd_070/ADH,Accession,"","",11985I/TXT,http://data.europa.eu/eli/treaty/acc_1985/sign,celex:11985I/TXT,"http://publications.europa.eu/resource/celex/11985I%2FTXT, http://publications.europa.eu/resource/eli/treaty/acc_1985/sign, http://publications.europa.eu/resource/oj/JOL_1985_302_R_0009_121","http://publications.europa.eu/resource/authority/corporate-body/EUMS10, http://publications.europa.eu/resource/authority/country/ESP, http://publications.europa.eu/resource/authority/country/PRT","Portugal, Spain, The ten Member States: Belgium, Denmark, Germany, Ireland, Greece, France, Italy, Luxembourg, Netherlands, United Kingdom",http://publications.europa.eu/resource/cellar/28546a6d-7930-4f52-b17a-752361f7e1bb,1,"",1,1985-06-12,2014-05-19,1986-01-01,1985-06-12,http://publications.europa.eu/resource/cellar/d09a9050-87b6-4cda-88c5-7a4378f82baa.0004.05,http://publications.europa.eu/resource/cellar/d09a9050-87b6-4cda-88c5-7a4378f82baa.0004.06,http://publications.europa.eu/resource/cellar/d09a9050-87b6-4cda-88c5-7a4378f82baa.0004.05/zip,http://publications.europa.eu/resource/cellar/d09a9050-87b6-4cda-88c5-7a4378f82baa.0004.06/zip
http://publications.europa.eu/resource/cellar/d7e8d60b-87e2-4dd4-87fe-f8eed6c170f2,Charter of Fundamental Rights of the European Union,"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","",http://publications.europa.eu/resource/authority/fd_070/DDLH,Human rights,"","",12010P/TXT,http://data.europa.eu/eli/treaty/char_2010/oj,celex:12010P/TXT,"http://publications.europa.eu/resource/celex/12010P%2FTXT, http://publications.europa.eu/resource/eli/treaty/char_2010/oj",http://publications.europa.eu/resource/authority/corporate-body/EUMS,The Member States,http://publications.europa.eu/resource/cellar/04104d68-39df-46f3-b8c1-c7e2e712f6e9,1,"",1,2010-03-30,2016-02-02,2009-12-01,2007-12-12,http://publications.europa.eu/resource/cellar/d7e8d60b-87e2-4dd4-87fe-f8eed6c170f2.0007.02,http://publications.europa.eu/resource/cellar/d7e8d60b-87e2-4dd4-87fe-f8eed6c170f2.0007.01,http://publications.europa.eu/resource/cellar/d7e8d60b-87e2-4dd4-87fe-f8eed6c170f2.0007.02/zip,http://publications.europa.eu/resource/cellar/d7e8d60b-87e2-4dd4-87fe-f8eed6c170f2.0007.01/zip
http://publications.europa.eu/resource/cellar/d8dbe47a-7a6a-43ad-bdde-c3053e310e3b,"Treaty between the Kingdom of Belgium, the Republic of Bulgaria, the Czech Republic, the Kingdom of Denmark, the Federal Republic of Germany, the Republic of Estonia, Ireland, the Hellenic Republic, the Kingdom of Spain, the French Republic, the Italian Republic, the Republic of Cyprus, the Republic of Latvia, the Republic of Lithuania, the Grand Duchy of Luxembourg, the Republic of Hungary, the Republic of Malta, the Kingdom of the Netherlands, the Republic of Austria, the Republic of Poland, the Portuguese Republic, Romania, the Republic of Slovenia, the Slovak Republic, the Republic of Finland, the Kingdom of Sweden, the United Kingdom of Great Britain and Northern Ireland (Member States of the European Union) and the Republic of Croatia concerning the accession of the Republic of Croatia to the European Union","http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","","http://publications.europa.eu/resource/authority/fd_070/ADH, http://publications.europa.eu/resource/authority/fd_070/PRIN","Accession, Principles, objectives and tasks of the Treaties","","",12012J/TXT,http://data.europa.eu/eli/treaty/acc_2012/sign,celex:12012J/TXT,"http://publications.europa.eu/resource/celex/12012J%2FTXT, http://publications.europa.eu/resource/eli/treaty/acc_2012/sign","http://publications.europa.eu/resource/authority/corporate-body/EUMS, http://publications.europa.eu/resource/authority/country/HRV","Croatia, The Member States","http://publications.europa.eu/resource/cellar/9f99bb59-4915-11e3-ae03-01aa75ed71a1, http://publications.europa.eu/resource/cellar/f9d946c0-7444-4ab4-931f-6405276e33b6",1,"",1,2011-12-09,2014-06-11,2013-07-01,2011-12-09,"http://publications.europa.eu/resource/cellar/d8dbe47a-7a6a-43ad-bdde-c3053e310e3b.0036.02, http://publications.europa.eu/resource/cellar/d8dbe47a-7a6a-43ad-bdde-c3053e310e3b.0036.04",http://publications.europa.eu/resource/cellar/d8dbe47a-7a6a-43ad-bdde-c3053e310e3b.0036.03,"http://publications.europa.eu/resource/cellar/d8dbe47a-7a6a-43ad-bdde-c3053e310e3b.0036.02/zip, http://publications.europa.eu/resource/cellar/d8dbe47a-7a6a-43ad-bdde-c3053e310e3b.0036.04/zip",http://publications.europa.eu/resource/cellar/d8dbe47a-7a6a-43ad-bdde-c3053e310e3b.0036.03/zip
http://publications.europa.eu/resource/cellar/dcf755e5-34e5-47ee-b053-50e9fc517790,Consolidated version of the Treaty on the Functioning of the European Union,"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","","http://publications.europa.eu/resource/authority/fd_070/DGEN, http://publications.europa.eu/resource/authority/fd_070/PRIN","General provisions, Principles, objectives and tasks of the Treaties","","",12010E/TXT,http://data.europa.eu/eli/treaty/tfeu_2010/oj,celex:12010E/TXT,"http://publications.europa.eu/resource/celex/12010E%2FTXT, http://publications.europa.eu/resource/eli/treaty/tfeu_2010/oj",http://publications.europa.eu/resource/authority/corporate-body/EUMS,The Member States,http://publications.europa.eu/resource/cellar/04104d68-39df-46f3-b8c1-c7e2e712f6e9,1,"",1,2010-03-30,2014-05-19,1958-01-01,1957-03-25,"http://publications.europa.eu/resource/cellar/dcf755e5-34e5-47ee-b053-50e9fc517790.0007.01, http://publications.europa.eu/resource/cellar/dcf755e5-34e5-47ee-b053-50e9fc517790.0007.03","","http://publications.europa.eu/resource/cellar/dcf755e5-34e5-47ee-b053-50e9fc517790.0007.01/zip, http://publications.europa.eu/resource/cellar/dcf755e5-34e5-47ee-b053-50e9fc517790.0007.03/zip",/zip
http://publications.europa.eu/resource/cellar/ea2d271b-40cf-4449-904b-8570e4864b36,Convention to amend the Treaty setting up the European Economic Community with the object of making the special system of Association defined in Part Pour of that Treaty applicable to the Netherlands Antilles,"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","","http://publications.europa.eu/resource/authority/fd_070/CDEV, http://publications.europa.eu/resource/authority/fd_070/PTOM","Development cooperation, Overseas countries and territories","","",11962E/TXT,"",celex:11962E/TXT,http://publications.europa.eu/resource/celex/11962E%2FTXT,http://publications.europa.eu/resource/authority/corporate-body/EUMS6,"The six Member States: Belgium, Germany, France, Italy, Luxembourg, Netherlands",http://publications.europa.eu/resource/cellar/2f4c836f-0e01-4795-9d6e-6265d70a4d9c,1,"",1,1962-11-13,2014-07-19,1964-10-01,1962-11-13,http://publications.europa.eu/resource/cellar/ea2d271b-40cf-4449-904b-8570e4864b36.0006.01,"",http://publications.europa.eu/resource/cellar/ea2d271b-40cf-4449-904b-8570e4864b36.0006.01/zip,/zip
http://publications.europa.eu/resource/cellar/ea956f64-2c70-11e6-b497-01aa75ed71a1,Consolidated version of the Treaty establishing the European Atomic Energy Community,"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","","http://publications.europa.eu/resource/authority/fd_070/DGEN, http://publications.europa.eu/resource/authority/fd_070/NUCL, http://publications.europa.eu/resource/authority/fd_070/PRIN","General provisions, Nuclear common market, Principles, objectives and tasks of the Treaties","","",12016A/TXT,http://data.europa.eu/eli/treaty/euratom_2016/oj,"celex:12016A/TXT, oj:JOC_2016_203_R_0001","http://publications.europa.eu/resource/celex/12016A%2FTXT, http://publications.europa.eu/resource/eli/treaty/euratom_2016/oj, http://publications.europa.eu/resource/oj/JOC_2016_203_R_0001",http://publications.europa.eu/resource/authority/corporate-body/EUMS,The Member States,http://publications.europa.eu/resource/cellar/0ac5c00f-2c70-11e6-b497-01aa75ed71a1,1,"",1,2016-06-07,"",1958-01-01,1957-03-25,http://publications.europa.eu/resource/cellar/ea956f64-2c70-11e6-b497-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/ea956f64-2c70-11e6-b497-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/ea956f64-2c70-11e6-b497-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/ea956f64-2c70-11e6-b497-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/f99b00a3-81d5-4ffa-84cb-ff00468bb9fe,Treaty on European Union (consolidated version 1997),"http://publications.europa.eu/ontology/cdm#resource_legal, http://publications.europa.eu/ontology/cdm#treaty, http://publications.europa.eu/ontology/cdm#work","",http://publications.europa.eu/resource/authority/resource-type/TREATY,Treaty,"","","http://publications.europa.eu/resource/authority/fd_070/DGEN, http://publications.europa.eu/resource/authority/fd_070/PRIN","General provisions, Principles, objectives and tasks of the Treaties","","",11997M/TXT,http://data.europa.eu/eli/treaty/teu_1997/oj,celex:11997M/TXT,"http://publications.europa.eu/resource/celex/11997M%2FTXT, http://publications.europa.eu/resource/eli/treaty/teu_1997/oj",http://publications.europa.eu/resource/authority/corporate-body/EUMS15,"The fifteen Member States: Belgium, Denmark, Germany, Ireland, Greece, Spain, France, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Sweden, United Kingdom",http://publications.europa.eu/resource/cellar/d0515efd-34d6-4c8e-96be-ea9a1b76a9e2,1,VIG1O; #MAN1; PAG10147; #BAS1O; #,1,1997-11-10,2014-07-19,1993-11-01,1992-02-07,http://publications.europa.eu/resource/cellar/f99b00a3-81d5-4ffa-84cb-ff00468bb9fe.0005.02,http://publications.europa.eu/resource/cellar/f99b00a3-81d5-4ffa-84cb-ff00468bb9fe.0005.04,http://publications.europa.eu/resource/cellar/f99b00a3-81d5-4ffa-84cb-ff00468bb9fe.0005.02/zip,http://publications.europa.eu/resource/cellar/f99b00a3-81d5-4ffa-84cb-ff00468bb9fe.0005.04/zip
